judge_label,split_id,dev_models,test_models,dev_size,test_size,n_questions,topdisc_rho,topdisc_tau,topdisc_pairwise_acc,topdisc_top1_match,random_trials,random_mean_rho,random_std_rho,random_min_rho,random_max_rho,random_p05_rho,random_p95_rho,random_mean_tau,random_mean_pairwise_acc,random_mean_top1_match,topdisc_beats_random_trial_rate
qwen32,324,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,gemma-2-9b-it",7,4,20,1.0,1.0,1.0,1.0,200,0.865,0.18540496217739158,0.19999999999999996,1.0,0.4,1.0,0.8153333333333334,0.9004166666666666,0.945,0.485
qwen32,324,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,gemma-2-9b-it",7,4,25,1.0,1.0,1.0,1.0,200,0.909,0.13534770038681854,0.4,1.0,0.8,1.0,0.871,0.9308333333333333,0.945,0.385
qwen32,324,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,gemma-2-9b-it",7,4,30,1.0,1.0,1.0,1.0,200,0.9430000000000001,0.11380246043034394,0.4,1.0,0.8,1.0,0.9166666666666666,0.9541666666666667,0.99,0.245
qwen32,324,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,gemma-2-9b-it",7,4,40,1.0,1.0,1.0,1.0,200,0.968,0.07332121111929342,0.8,1.0,0.8,1.0,0.9483333333333334,0.9725,0.995,0.16
qwen32,324,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,gemma-2-9b-it",7,4,60,1.0,1.0,1.0,1.0,200,0.997,0.02431049156228643,0.8,1.0,1.0,1.0,0.995,0.9975,1.0,0.015
qwen32,324,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,gemma-2-9b-it",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,10,1.0,1.0,1.0,1.0,200,0.918,0.1252038338071163,0.19999999999999996,1.0,0.8,1.0,0.8673333333333333,0.9270833333333334,0.9,0.37
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,20,1.0,1.0,1.0,1.0,200,0.968,0.08109253973085316,0.4,1.0,0.8,1.0,0.9483333333333334,0.9704166666666667,0.97,0.15
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,25,1.0,1.0,1.0,1.0,200,0.969,0.07238093671679027,0.8,1.0,0.8,1.0,0.9483333333333334,0.9712500000000001,0.995,0.155
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,30,1.0,1.0,1.0,1.0,200,0.984,0.05425863986500213,0.8,1.0,0.8,1.0,0.9733333333333334,0.9833333333333333,1.0,0.08
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,40,1.0,1.0,1.0,1.0,200,0.986,0.051029403288692286,0.8,1.0,0.8,1.0,0.9766666666666667,0.9870833333333333,1.0,0.07
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,60,1.0,1.0,1.0,1.0,200,0.998,0.019899748742132396,0.8,1.0,1.0,1.0,0.9966666666666667,0.9983333333333333,1.0,0.01
qwen32,325,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Zephyr-7B-beta",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,10,0.8,1.0,0.9166666666666666,1.0,200,0.6980000000000001,0.2891297286686376,-0.3999999999999999,1.0,0.19999999999999996,1.0,0.6141666666666666,0.7966666666666666,0.805,0.34
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,20,1.0,1.0,1.0,1.0,200,0.799,0.2073620023051475,0.19999999999999996,1.0,0.4,1.0,0.717,0.8529166666666667,0.965,0.68
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,25,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.8200000000000001,0.20784609690826528,0.19999999999999996,1.0,0.4,1.0,0.755,0.8691666666666666,0.98,0.135
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,30,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.8260000000000001,0.1825486236595609,0.19999999999999996,1.0,0.4,1.0,0.7493333333333333,0.8695833333333334,0.995,0.09
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,40,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.8360000000000001,0.1926239860453521,0.19999999999999996,1.0,0.4,1.0,0.773,0.8825000000000001,0.995,0.105
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,60,1.0,1.0,1.0,1.0,200,0.936,0.09329523031752479,0.8,1.0,0.8,1.0,0.9033333333333333,0.9483333333333334,1.0,0.32
qwen32,326,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.887,0.14639330585788407,0.4,1.0,0.6,1.0,0.8223333333333334,0.9025,0.845,0.46
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.951,0.08601744009211153,0.8,1.0,0.8,1.0,0.918,0.9579166666666666,0.98,0.245
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.958,0.08852118390532289,0.4,1.0,0.8,1.0,0.9309999999999999,0.9608333333333333,0.995,0.2
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.983,0.05577633906953735,0.8,1.0,0.8,1.0,0.9716666666666667,0.98375,1.0,0.085
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.99,0.043588989435406726,0.8,1.0,0.9900000000000002,1.0,0.9833333333333333,0.9895833333333334,1.0,0.05
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.999,0.014106735979665882,0.8,1.0,1.0,1.0,0.9983333333333333,0.9991666666666666,1.0,0.005
qwen32,327,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,10,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.752,0.2647564918939666,-0.19999999999999996,1.0,0.19999999999999996,1.0,0.7046666666666667,0.8375,0.78,0.24
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.865,0.18648056198971516,0.19999999999999996,1.0,0.4,1.0,0.8236666666666667,0.9025,0.915,0.47
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.911,0.14380194713563513,0.19999999999999996,1.0,0.8,1.0,0.8786666666666667,0.9345833333333333,0.96,0.36
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.923,0.10895411878400925,0.4,1.0,0.8,1.0,0.8906666666666666,0.9379166666666666,0.99,0.365
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.968,0.07332121111929342,0.8,1.0,0.8,1.0,0.9516666666666667,0.9733333333333334,1.0,0.16
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.994,0.03411744421846395,0.8,1.0,1.0,1.0,0.99,0.9941666666666666,1.0,0.03
qwen32,328,"Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Phi-3.5-mini-Instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.8170000000000001,0.2480141125016881,-0.3999999999999999,1.0,0.39000000000000024,1.0,0.7423333333333333,0.8595833333333334,0.895,0.535
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.894,0.16113348503647526,0.19999999999999996,1.0,0.7900000000000003,1.0,0.8363333333333334,0.9137500000000001,0.98,0.415
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.92,0.142828568570857,0.19999999999999996,1.0,0.8,1.0,0.8786666666666667,0.9358333333333333,0.99,0.315
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.9420000000000001,0.11417530380953667,0.4,1.0,0.8,1.0,0.91,0.9529166666666666,1.0,0.25
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.975,0.06614378277661476,0.8,1.0,0.8,1.0,0.958,0.9766666666666667,1.0,0.125
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.997,0.02431049156228643,0.8,1.0,1.0,1.0,0.995,0.9970833333333333,1.0,0.015
qwen32,329,"Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,OLMo-2-1124-7B-Instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,10,1.0,1.0,1.0,1.0,200,0.878,0.1729624236647949,0.19999999999999996,1.0,0.4,1.0,0.8196666666666667,0.9045833333333333,0.9,0.45
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,20,1.0,1.0,1.0,1.0,200,0.9440000000000001,0.11341957503006259,0.19999999999999996,1.0,0.8,1.0,0.9116666666666666,0.9533333333333334,0.99,0.245
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,25,1.0,1.0,1.0,1.0,200,0.964,0.07683749084919417,0.8,1.0,0.8,1.0,0.94,0.9675,0.99,0.18
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,30,1.0,1.0,1.0,1.0,200,0.965,0.0759934207678533,0.8,1.0,0.8,1.0,0.9416666666666667,0.9666666666666667,0.995,0.175
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,40,1.0,1.0,1.0,1.0,200,0.984,0.05425863986500213,0.8,1.0,0.8,1.0,0.9733333333333334,0.98375,1.0,0.08
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,60,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
qwen32,330,"OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,1,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct","Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,10,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.763,0.24419459453476852,-0.3999999999999999,1.0,0.19999999999999996,1.0,0.7605,0.8570833333333333,0.8,0.205
internlm20b,1,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct","Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.898,0.14558846108122717,0.19999999999999996,1.0,0.6,1.0,0.873,0.92875,0.895,0.415
internlm20b,1,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct","Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.928,0.10777754868245981,0.4,1.0,0.8,1.0,0.9163333333333333,0.9491666666666667,0.955,0.34
internlm20b,1,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct","Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.9470000000000001,0.10095048291117778,0.4,1.0,0.8,1.0,0.9316666666666666,0.9616666666666667,0.935,0.245
internlm20b,1,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct","Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.971,0.08578461400507668,0.4,1.0,0.8,1.0,0.9616666666666667,0.9791666666666666,0.975,0.125
